"sample_id","collection_date","bcov_recovery","bcov_recovery_lci","bcov_recovery_uci","city","state","name","site_name","sewershed_pop","state_abbr","N_Gene_gc_g_dry_weight","N_Gene_gc_g_dry_weight_lci","N_Gene_gc_g_dry_weight_uci"
"19-220403","2022-04-03",0.201,0.099,0.307,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",3984.2961553090295,2561.21444131085,5856.988434782019
"19-220404","2022-04-04",0.334,0.257,0.425,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",6361.158865469487,4754.653153596113,8294.60638540762
"19-220406","2022-04-06",0.226,0.165,0.283,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",7671.492437333334,5613.962809295239,10003.198896761905
"19-220410","2022-04-10",0.674,0.568,0.791,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",0,0,0
"19-220411","2022-04-11",0.563,0.469,0.668,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",11445.192695545315,8923.402396313362,14085.062090322579
"19-220413","2022-04-13",0.609,0.471,0.753,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",18271.475972255565,15039.704231723224,21936.760543614997
"19-220417","2022-04-17",0.26,0.143,0.368,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",9977.389431599548,7862.0423310957485,12442.063985380728
"19-220418","2022-04-18",0.355,0.201,0.505,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",25916.515406322647,21948.008667248097,30337.493624577204
"19-220420","2022-04-20",0.379,0.302,0.468,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",37791.97592295274,26211.036351665476,44413.06191424639
"19-220424","2022-04-24",0.351,0.278,0.427,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",28092.650825531913,24605.027327092193,31895.820132765955
"19-220425","2022-04-25",2.679,1.748,3.651,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",2836.4454416931217,1237.8970153086418,4429.410584832451
"19-220427","2022-04-27",0.242,0.192,0.3,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",8365.3248,6322.89135,10806.408194444442
"19-220501","2022-05-01",0.44,0.361,0.53,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",23299.15942699725,18937.14636694215,27922.02342699725
"19-220502","2022-05-02",0.421,0.349,0.502,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",28451.17646582278,24319.623259634318,33852.53294627285
"19-220504","2022-05-04",0.39,0.292,0.488,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",66170.13238095237,58482.83616507936,72625.41758730158
"19-220508","2022-05-08",1.139,0.825,1.461,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",35129.68840352733,28392.108867724863,42969.06957319223
"19-220509","2022-05-09",1.121,0.923,1.346,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",109487.80090909092,99306.988,120059.5407878788
"19-220511","2022-05-11",1.245,1.003,1.523,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",85487.94666666666,78708.66804737732,92267.94168527918
"19-220515","2022-05-15",0.841,0.49,1.228,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",73808.29391972076,66570.14885863874,83072.40270855148
"19-220516","2022-05-16",2.081,1.677,2.545,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",116042.06038314177,101380.45419157087,128711.64199233716
"19-220518","2022-05-18",2.022,1.7,2.382,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",0,0,0
"19-220522","2022-05-22",0.503,0.405,0.615,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",77026.20133333333,64789.91026086957,90208.07431884059
"19-220523","2022-05-23",0.509,0.334,0.675,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",144472.6959349593,132270.65795121947,156094.48130081297
"19-220525","2022-05-25",0.542,0.435,0.642,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",55265.03657326892,49766.211885346216,60965.9388599034
"19-220530","2022-05-30",0.528,0.375,0.674,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",76460.05631999999,67797.32384,85502.70714666665
"19-220601","2022-06-01",0.465,0.347,0.587,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",93361.81007253885,84413.20229360966,102362.26216234887
"19-220605","2022-06-05",0.947,0.8,1.109,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",65417.72484171324,42877.840154934835,75256.4115903166
"19-220607","2022-06-06",0.627,0.435,0.827,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",127867.4785641026,118567.10693040297,137337.83484249088
"19-220612","2022-06-12",0.548,0.468,0.637,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",231332.55329032257,210188.0555698925,250515.3122580645
"19-220613","2022-06-13",1.375,1.075,1.689,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",295778.0727824351,257867.26106187626,331597.6079840319
"19-220615","2022-06-15",0.7,0.587,0.827,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",285042.72460799996,253129.78107733332,314726.05388799997
"19-220619","2022-06-19",0.414,0.33,0.504,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",540965.1692373333,517335.73401600006,564741.2516693333
"19-220620","2022-06-20",0.818,0.691,0.96,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",181999.35441860463,166887.80080620153,197056.61506976746
"19-220622","2022-06-22",1.008,0.754,1.267,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",586564.3819555556,553463.2365333333,613005.7016888888
"19-220626","2022-06-26",2.413,1.924,2.905,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",520615.54879999993,482898.41163636366,561237.7281939393
"19-220628","2022-06-27",1.017,0.365,1.647,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",668494.636240437,644906.6329180327,692088.0593661201
"19-220629","2022-06-29",0.7,0.504,0.924,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",446802.5417981651,407235.1018470948,482329.76234862383
"19-220703","2022-07-03",1.526,1.23,1.866,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",1180418.6502857143,1133836.0196190474,1227010.8177142856
"19-220704","2022-07-04",0.443,0.38,0.512,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",897587.2026391752,820663.871670103,984778.859766323
"19-220706","2022-07-06",0.668,0.57,0.776,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",877521.8709333333,832168.22304,925724.2838399998
"19-220710","2022-07-10",1.685,1.431,1.966,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",611351.0364770642,586311.8303119265,636395.7023119266
"19-220711","2022-07-11",1.072,0.934,1.223,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",703797.7866177369,669126.4114495412,738570.0471192661
"19-220713","2022-07-13",0.885,0.69,1.063,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",631025.8111820729,596258.1688291316,659523.2453557424
"19-220717","2022-07-17",1.361,1.205,1.53,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",737230.9680987655,623607.1174320988,829074.6241316872
"19-220718","2022-07-18",0.905,0.745,1.076,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",853130.9454498382,815270.9763106796,891866.0482071196
"19-220721","2022-07-21",0.739,0.568,0.925,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",763707.0648062014,711433.4697674417,806610.4622635659
"19-220724","2022-07-24",0.701,0.6,0.813,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",1447085.8319379846,1377868.770232558,1533341.6372093023
"19-220725","2022-07-25",1.77,1.534,2.029,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",226306.3063063063,197477.47747747749,258018.018018018
"19-220727","2022-07-27",4.745,4.307,5.088,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",212546.6448253968,193890.37046712017,229836.53093877548
"19-220731","2022-07-31",1.232,1.129,1.337,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",686367.6706666666,643680.5725555555,729109.8171111111
"19-220801","2022-08-01",1.316,1.235,1.397,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",258982.65835897435,238665.14061538462,275352.47805128206
"19-220803","2022-08-03",0.432,0.389,0.475,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",207415.8016723164,185071.50336723163,225702.059480226
"19-220807","2022-08-07",1.106,0.981,1.232,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",285168.34771339566,263671.66105919005,306690.22793769476
"19-220809","2022-08-09",1.617,0.941,2.28,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",178800.84358752996,163131.12840287766,194360.49058992803
"19-220810","2022-08-10",0.567,0.49,0.641,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",317209.6273278236,300584.65119559225,333837.2517024793
"19-220814","2022-08-14",0.846,0.577,1.136,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",395261.76448,355660.7056,436197.1537066666
"19-220815","2022-08-15",1.272,1.141,1.39,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",451172.7697777778,421488.16148148145,479519.92651851854
"19-220817","2022-08-17",0.683,0.625,0.741,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",227972.59352866243,215385.90675159235,240909.29297664543
"19-220821","2022-08-21",0.896,0.81,0.986,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",194925.22527536235,170881.851826087,218401.9641739131
"19-220822","2022-08-22",0.974,0.896,1.052,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",267101.74117101444,251525.17129275357,282680.54464927525
"19-220824","2022-08-24",0.949,0.794,1.123,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",61736.45017599999,47052.256256,76183.95485866666
"19-220828","2022-08-28",0.734,0.648,0.827,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",153565.8436450839,142625.39249880094,164507.62121822537
"19-220829","2022-08-29",1.241,1.128,1.354,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",197082.04421183796,181033.2205856698,212582.54953271025
"19-220831","2022-08-31",1.622,1.517,1.727,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",465602.69307936507,406887.07470899465,520324.5052275132
"19-220904","2022-09-04",1.568,1.434,1.702,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",140269.41682304526,126312.71895967078,154227.378436214
"19-220905","2022-09-05",1.01,0.883,1.133,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",135544.73877333335,125863.53727999999,145227.06773333333
"19-220907","2022-09-07",1.27,1.124,1.417,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",193426.75144588744,175024.99864935066,209659.57638095235
"19-220911","2022-09-11",1.439,1.307,1.571,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",67162.77552941177,58821.198211764706,76111.75612026145
"19-220912","2022-09-12",1.606,1.471,1.741,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",234763.5693333333,211486.1673333333,256063.03744444443
"19-220914","2022-09-14",0.618,0.504,0.727,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",300394.21962189046,270599.0616517413,334085.49301492533
"19-220918","2022-09-18",1.034,0.818,1.235,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",76497.69767003365,66825.88596363635,86456.6777319865
"19-220919","2022-09-19",1.579,1.437,1.722,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",55963.64433830845,49473.4398726368,62998.50122189054
"19-220921","2022-09-21",2.224,2.045,2.403,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",107498.52406006004,97249.40627027026,117748.55831831832
"19-220925","2022-09-25",0.719,0.653,0.785,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",99491.13565811967,84910.80847863246,114713.12273504274
"19-220926","2022-09-26",1.46,1.303,1.629,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",56400.21094653465,47500.169705610555,65456.74289636963
"19-220928","2022-09-28",1.915,1.74,2.09,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",127297.82528888891,110452.83740740742,142950.27874074073
"19-221002","2022-10-02",0.859,0.749,0.966,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",565397.2625454545,529923.2945454546,600875.6232727272
"19-221003","2022-10-03",1.657,1.52,1.794,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",115624.54751861472,97735.08707186148,130866.97137316018
"19-221005","2022-10-05",1.074,0.961,1.195,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",71542.7582273603,64957.01783429671,78129.10137957611
"19-221009","2022-10-09",0.985,0.892,1.079,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",43308.05347062706,36985.16757755775,50314.03771353135
"19-221010","2022-10-10",1.326,0.946,1.705,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",81157.40505919002,71779.74427912771,90532.67125233645
"19-221012","2022-10-12",0.702,0.646,0.758,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",274305.09317171713,257487.46720538716,291124.9283232323
"19-221016","2022-10-16",0.995,0.921,1.069,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",90670.7595773585,81434.44780880502,100581.51701132076
"19-221017","2022-10-17",1.267,1.145,1.39,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",59124.17640089486,52624.713120357934,66138.58967337807
"19-221019","2022-10-19",0.636,0.564,0.714,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",60511.78652929291,53901.551951515146,67642.13485252524
"19-221024","2022-10-24",1.302,1.202,1.402,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",78141.97263768114,69535.92346280192,86872.7089468599
"19-221026","2022-10-26",1.819,1.67,1.968,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",123384.31677777776,105573.24356666666,138925.68477777776
"19-221030","2022-10-30",0.894,0.808,0.98,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",169410.70552971578,157462.117622739,181360.74253229974
"19-221031","2022-10-31",1.446,1.318,1.574,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",138887.33343396228,122353.99164779877,155647.18188679244
"19-221102","2022-11-02",1.065,0.967,1.163,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",181768.29023492063,168818.54344126987,194719.4417777778
"19-221106","2022-11-06",1.237,1.14,1.335,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",195998.6820186916,175929.55972585667,214297.4045109034
"19-221107","2022-11-07",0.849,0.752,0.954,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",205722.50188505749,178221.8779770115,231790.9153103448
"19-221109","2022-11-09",0.484,0.376,0.592,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",232439.18344278604,219259.6890746268,245620.51876616912
"19-221113","2022-11-13",1.298,1.189,1.407,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",205177.1014901961,186127.8683921569,224228.29803921568
"19-221114","2022-11-14",1.352,1.188,1.542,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",207094.89797260278,187678.08891324204,226665.75810045662
"19-221116","2022-11-16",1.975,1.818,2.132,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",536923.2662349206,506561.27928888885,561226.7872507937
"19-221120","2022-11-20",1.238,1.123,1.353,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",557025.8212541253,533552.1634851485,580503.9106534653
"19-221121","2022-11-21",1.492,1.093,1.867,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",265084.99033569737,248913.2712245863,280061.31147044915
"19-221123","2022-11-23",1.365,1.202,1.544,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",376293.8305882353,356124.00533333333,397809.77035294124
"19-221127","2022-11-27",1.024,0.924,1.131,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",548811.9292631579,520264.642245614,578510.8197894737
"19-221128","2022-11-28",1.129,0.974,1.294,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",525342.5824950495,489550.3481452145,561371.0007128712
"19-221130","2022-11-30",2.478,2.077,2.835,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",1004693.6034666665,935902.3411999999,1061225.6368
"19-221204","2022-12-04",1.063,0.932,1.203,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",709618.5609922479,680232.0849612402,739010.9513178294
"19-221205","2022-12-05",0.691,0.558,0.829,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",556274.4788789807,522992.8245265393,591925.9429639066
"19-221207","2022-12-07",1.508,1.395,1.621,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",871582.7912337164,820637.78697318,929605.2428505748
"19-221211","2022-12-11",1.311,1.18,1.442,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",280205.0324353741,265794.7151020408,295196.9743673469
"19-221212","2022-12-12",0.967,0.878,1.056,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",924765.8306976743,899345.6936434109,951833.5621705427
"19-221214","2022-12-14",1.461,1.354,1.568,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",376878.1445274725,361506.6751648352,392253.05131135526
"19-221218","2022-12-18",0.795,0.728,0.862,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",677748.9703884056,621002.2414840579,729184.4022724635
"19-221219","2022-12-19",0.967,0.638,1.276,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",536123.1543370787,501811.5096928839,567770.9686891385
"19-221221","2022-12-21",1.275,1.127,1.407,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",502110.4133149426,482728.839724138,521496.3715678161
"19-221225","2022-12-25",1.527,1.393,1.661,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",760190.9637777776,730803.5426666666,789584.9545555555
"19-221226","2022-12-26",1.367,1.214,1.507,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",1118284.8163137254,1079705.212109804,1156874.4734117647
"19-221228","2022-12-28",0.477,0.387,0.568,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",455681.2267462686,415170.2805174129,497409.80155223876
"19-230101","2023-01-01",1.377,1.258,1.496,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",527757.1386122447,493216.89730612235,568340.7945578231
"19-230102","2023-01-02",0.989,0.8,1.165,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",389195.9064556354,356323.3885467625,418192.1064364508
"19-230104","2023-01-04",1.35,1.235,1.492,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",198762.0133333333,187437.30201709399,210088.33859829055
"19-230108","2023-01-08",1.868,1.619,2.118,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",313013.5231773049,293965.4952624113,332064.28368794324
"19-230109","2023-01-09",1.717,1.576,1.867,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",568464.4282469136,541084.8861234568,595848.8684773662
"19-230111","2023-01-11",0.656,0.595,0.717,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",177868.14605504586,167268.49056880735,187792.99674617738
"19-230115","2023-01-15",0.456,0.403,0.514,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",187832.54543089427,176085.5263739837,200040.6311544715
"19-230116","2023-01-16",1.283,1.135,1.421,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",149804.95480341878,134901.41355213674,164355.97087179485
"19-230118","2023-01-18",0.552,0.496,0.612,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",150878.65433962265,142049.81343396226,159708.81479245282
"19-230122","2023-01-22",1.454,1.331,1.577,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",256297.58020618555,237324.53443298966,278804.08423367696
"19-230123","2023-01-23",1.883,1.755,2.007,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",121605.5365490196,110694.07184313725,131467.57615686272
"19-230125","2023-01-25",1.12,1.036,1.204,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",136392.97075338752,125473.37391869916,147313.72531165308
"19-230129","2023-01-29",1.561,1.44,1.694,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",228895.96626666668,198541.2756,260117.56266666666
"19-230130","2023-01-30",1.494,1.359,1.629,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",235550.44203921568,205161.84888888893,263124.7194074074
"19-230201","2023-02-01",1.548,1.147,1.941,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",354998.42550724634,323853.1582144927,384862.44090434775
"19-230205","2023-02-05",1.295,1.037,1.573,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",342849.4135111111,325445.3023111111,360256.40702222224
"19-230206","2023-02-06",1.314,1.034,1.608,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",169614.42737777779,150991.34655999998,186609.07320888888
"19-230208","2023-02-08",1.656,1.525,1.787,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",394020.0805245901,371243.71138797817,417080.2798688524
"19-230212","2023-02-12",0.953,0.856,1.057,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",455043.3848553459,424468.7062138365,482315.68724528304
"19-230213","2023-02-13",0.937,0.85,1.036,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",231768.9015384615,214985.21169230767,249273.20235897435
"19-230215","2023-02-15",1.473,1.347,1.588,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",193560.14190791894,181972.96029465928,205149.24835359113
"19-230219","2023-02-19",0.678,0.356,1.026,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",310579.0803393939,257549.70201212118,366762.7508363636
"19-230220","2023-02-20",1.186,1.078,1.278,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",267393.8097087379,247006.93177993526,289670.77757928794
"19-230222","2023-02-22",1.507,1.39,1.624,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",466755.34355889715,446671.48832080193,486843.4054736842
"19-230226","2023-02-26",1.464,1.34,1.588,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",229866.1409185185,213012.55407407405,246721.76225185182
"19-230227","2023-02-27",0.883,0.764,1.005,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",501109.0911161049,463608.8453033708,532687.6408089888
"19-230301","2023-03-01",1.16,1.067,1.253,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",236003.02801932362,221975.18832850235,250750.7213913043
"19-230305","2023-03-05",1.015,0.922,1.108,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",178507.33851094893,164262.01514355233,192754.8893430657
"19-230306","2023-03-06",0.898,0.814,0.982,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",240083.00435327628,223830.28558404552,255698.04918518514
"19-230308","2023-03-08",1.107,1.028,1.186,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",266708.9107403685,252994.86322278055,282877.1952026801
"19-230312","2023-03-12",0.839,0.76,0.918,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",198217.14002515722,183875.52181132074,212560.49771069182
"19-230313","2023-03-13",1.1,0.969,1.25,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",212947.11882251085,193643.0992900433,235199.981991342
"19-230315","2023-03-15",0.971,0.867,1.078,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",181389.50895238091,157621.07489523804,205920.86430476187
"19-230319","2023-03-19",1.01,0.912,1.108,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",152002.04663247857,138514.8964102564,165490.903065527
"19-230320","2023-03-20",0.916,0.716,1.113,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",119759.28024242421,101194.57438383836,133255.63103030302
"19-230322","2023-03-22",0.916,0.675,1.139,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",122063.79653731344,108470.93572139302,135137.02341625205
"19-230326","2023-03-26",0.993,0.902,1.084,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",93703.98004705884,84454.00513851995,103607.15221859583
"19-230327","2023-03-27",1.204,1.052,1.362,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",139738.05880172167,126629.10316212339,151743.3697549498
"19-230329","2023-03-29",2.264,2.072,2.456,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",108467.92406917391,99350.37460880747,117185.07998508518
"19-230402","2023-04-02",1.384,1.275,1.493,"Carson","California","Los Angeles County, CA","Joint Water Pollution Control Plant",3500000,"CA",202232.93742969187,179524.87674801124,224210.5940006723
